,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,TAVG,TMAX,TMIN
60,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-01,0.0,83.0,92.0,70.0
61,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-02,0.0,83.0,91.0,73.0
62,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-03,0.0,80.0,92.0,69.0
63,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-04,0.0,83.0,92.0,69.0
64,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-05,0.0,82.0,92.0,68.0
65,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-06,0.0,82.0,93.0,69.0
66,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-07,0.0,84.0,92.0,71.0
67,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-08,0.0,86.0,94.0,72.0
68,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-09,0.0,81.0,95.0,72.0
69,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-10,0.59,82.0,91.0,71.0
70,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-11,0.0,80.0,91.0,70.0
71,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-12,0.0,81.0,90.0,73.0
72,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-13,0.0,81.0,93.0,69.0
73,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-14,0.0,79.0,93.0,69.0
74,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-15,0.0,82.0,92.0,68.0
75,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-16,0.0,,91.0,68.0
76,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-17,0.0,82.0,92.0,66.0
77,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-18,0.0,83.0,91.0,69.0
78,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-19,0.0,80.0,92.0,68.0
79,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-20,0.0,77.0,92.0,67.0
80,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-21,0.0,81.0,91.0,69.0
81,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-22,0.0,81.0,94.0,72.0
82,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-23,0.0,,92.0,76.0
83,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-24,0.79,77.0,81.0,72.0
84,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-25,1.69,76.0,77.0,72.0
85,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-26,0.16,,85.0,74.0
86,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-27,0.0,82.0,92.0,72.0
87,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-28,0.0,83.0,89.0,72.0
88,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-29,0.35,80.0,88.0,72.0
89,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-30,0.0,83.0,89.0,73.0
90,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-03-31,0.0,87.0,93.0,69.0
91,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-01,0.0,84.0,91.0,70.0
92,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-02,0.0,82.0,91.0,68.0
93,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-03,0.0,82.0,91.0,72.0
94,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-04,0.0,82.0,90.0,71.0
95,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-05,0.0,83.0,90.0,69.0
96,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-06,0.0,86.0,92.0,72.0
97,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-07,0.0,83.0,89.0,76.0
98,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-08,0.0,82.0,91.0,74.0
99,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-09,0.0,84.0,91.0,72.0
100,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-10,0.0,82.0,91.0,71.0
101,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-11,0.0,85.0,93.0,71.0
102,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-12,0.0,84.0,94.0,72.0
103,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-13,0.0,89.0,94.0,71.0
104,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-14,0.0,87.0,99.0,73.0
105,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-15,0.0,88.0,96.0,72.0
106,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-16,0.0,86.0,93.0,73.0
107,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-17,0.0,83.0,89.0,76.0
108,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-18,0.0,87.0,94.0,74.0
109,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-19,0.0,85.0,95.0,72.0
110,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-20,0.0,87.0,95.0,75.0
111,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-21,0.0,84.0,95.0,76.0
112,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-22,0.0,86.0,97.0,76.0
113,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-23,0.0,85.0,96.0,73.0
114,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-24,0.0,85.0,94.0,73.0
115,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-25,0.0,85.0,95.0,70.0
116,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-26,0.0,85.0,95.0,72.0
117,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-27,0.0,85.0,96.0,70.0
118,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-28,0.0,86.0,96.0,70.0
119,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-29,0.0,87.0,96.0,72.0
120,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-04-30,0.0,87.0,97.0,74.0
121,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-01,0.0,86.0,98.0,75.0
122,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-02,0.0,86.0,97.0,73.0
123,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-03,0.0,86.0,96.0,71.0
124,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-04,0.0,89.0,96.0,71.0
125,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-05,0.0,90.0,94.0,76.0
126,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-06,0.0,87.0,97.0,73.0
127,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-07,0.0,87.0,96.0,75.0
128,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-08,0.0,88.0,98.0,80.0
129,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-09,0.0,88.0,95.0,78.0
130,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-10,0.0,88.0,96.0,74.0
131,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-11,0.12,83.0,92.0,74.0
132,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-12,0.2,86.0,98.0,77.0
133,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-13,0.0,87.0,97.0,76.0
134,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-14,0.0,87.0,92.0,77.0
135,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-15,0.0,85.0,89.0,78.0
136,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-16,0.0,87.0,94.0,76.0
137,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-17,0.0,86.0,93.0,78.0
138,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-18,0.0,87.0,94.0,76.0
139,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-19,0.2,87.0,92.0,75.0
140,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-20,0.08,85.0,93.0,77.0
141,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-21,1.02,81.0,93.0,74.0
142,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-22,0.0,88.0,95.0,77.0
143,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-23,0.0,86.0,95.0,74.0
144,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-24,0.0,88.0,96.0,77.0
145,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-25,2.72,77.0,84.0,72.0
146,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-26,0.0,82.0,88.0,74.0
147,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-27,0.0,85.0,91.0,73.0
148,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-28,0.0,85.0,97.0,76.0
149,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-29,0.0,,93.0,75.0
150,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-30,0.55,86.0,93.0,74.0
151,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-05-31,1.3,80.0,95.0,74.0
152,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-01,0.0,83.0,92.0,74.0
153,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-02,0.0,83.0,93.0,74.0
154,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-03,0.0,84.0,89.0,74.0
155,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-04,0.0,85.0,91.0,74.0
156,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-05,1.5,,89.0,73.0
157,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-06,0.04,81.0,90.0,74.0
158,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-07,0.0,87.0,90.0,74.0
159,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-08,0.04,85.0,90.0,75.0
160,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-09,0.04,82.0,89.0,74.0
161,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-10,0.0,85.0,91.0,74.0
162,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-11,0.0,86.0,94.0,74.0
163,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-12,0.0,85.0,92.0,75.0
164,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-13,0.0,85.0,93.0,76.0
165,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-14,0.0,85.0,94.0,73.0
166,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-15,0.0,87.0,95.0,73.0
167,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-16,0.0,86.0,92.0,74.0
168,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-17,0.0,85.0,94.0,72.0
169,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-18,0.0,85.0,93.0,75.0
170,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-19,1.14,78.0,83.0,72.0
171,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-20,0.75,81.0,89.0,72.0
172,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-21,0.67,,90.0,72.0
173,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-22,0.12,85.0,89.0,74.0
174,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-23,0.16,82.0,88.0,74.0
175,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-24,0.28,82.0,91.0,76.0
176,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-25,0.04,82.0,90.0,75.0
177,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-26,0.0,84.0,90.0,74.0
178,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-27,0.0,84.0,91.0,75.0
179,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-28,0.75,83.0,91.0,72.0
180,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-29,1.06,,89.0,73.0
181,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-06-30,0.16,,86.0,73.0
182,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-01,0.16,79.0,86.0,74.0
183,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-02,0.04,83.0,89.0,74.0
184,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-03,0.79,85.0,90.0,75.0
185,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-04,0.87,80.0,86.0,74.0
186,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-05,0.04,84.0,89.0,75.0
187,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-06,0.0,85.0,90.0,74.0
188,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-07,0.35,83.0,91.0,72.0
189,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-08,0.0,83.0,92.0,75.0
190,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-09,3.11,80.0,85.0,72.0
191,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-10,1.18,79.0,81.0,74.0
192,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-11,0.0,83.0,90.0,76.0
193,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-12,0.0,85.0,91.0,74.0
194,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-13,0.0,86.0,90.0,76.0
195,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-14,0.16,84.0,90.0,72.0
196,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-15,0.28,85.0,90.0,73.0
197,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-16,0.67,77.0,78.0,74.0
198,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-17,0.16,81.0,89.0,73.0
199,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-18,0.04,84.0,90.0,74.0
200,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-19,0.83,82.0,89.0,74.0
201,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-20,1.81,81.0,90.0,73.0
202,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-21,0.83,78.0,81.0,73.0
203,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-22,0.31,81.0,89.0,74.0
204,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-23,0.0,80.0,88.0,73.0
205,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-24,1.18,81.0,91.0,74.0
206,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-25,2.99,76.0,80.0,72.0
207,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-26,0.0,,87.0,74.0
208,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-27,0.0,,91.0,72.0
209,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-28,0.08,85.0,92.0,71.0
210,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-29,0.04,82.0,91.0,73.0
211,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-30,0.16,80.0,90.0,70.0
212,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-07-31,0.0,82.0,90.0,73.0
213,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-01,0.0,85.0,90.0,73.0
214,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-02,0.0,82.0,91.0,74.0
215,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-03,0.0,83.0,91.0,74.0
216,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-04,0.08,84.0,90.0,74.0
217,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-05,0.0,84.0,91.0,74.0
218,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-06,0.0,86.0,91.0,74.0
219,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-07,0.08,86.0,92.0,72.0
220,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-08,0.0,84.0,93.0,74.0
221,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-09,0.04,86.0,92.0,74.0
222,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-10,0.0,83.0,91.0,73.0
223,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-11,0.39,85.0,93.0,73.0
224,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-12,0.28,84.0,92.0,75.0
225,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-13,0.35,82.0,92.0,72.0
226,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-14,0.47,81.0,91.0,74.0
227,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-15,2.17,78.0,84.0,69.0
228,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-16,0.47,80.0,85.0,72.0
229,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-17,0.08,78.0,81.0,72.0
230,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-18,0.55,82.0,90.0,71.0
231,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-19,0.0,80.0,90.0,72.0
232,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-20,0.28,78.0,85.0,74.0
233,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-21,0.0,81.0,85.0,75.0
234,RP000098430,"SCIENCE GARDEN, RP",14.633,121.017,46.0,1980-08-22,0.12,84.0,90.0,76.0
